"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Impressões,Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Valor de conversão da compra no site","Adições ao carrinho","Finalizações de compra iniciadas","Inclusões de informações de pagamento","ROAS (retorno sobre o investimento em publicidade) das compras","Cliques no link","Visualizações da página de destino do site",HOOKRATE,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","CTR de saída único","CPM (custo por 1.000 impressões) (BRL)","Custo por visualização da página de destino (BRL)","Custo por finalização de compra iniciada (BRL)","Custo por adição ao carrinho (BRL)","Salvamentos do post",Frequência,"Classificação de qualidade","Classificação da taxa de engajamento","Classificação da taxa de conversão","Reproduções do vídeo por no mínimo 3 segundos","Reproduções de 25% do vídeo","Reproduções de 50% do vídeo","Reproduções de 75% do vídeo"
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,78,85,,,,1.96,,,,,,2,2,0.18823529,0.98,2.352941,2.564103,23.058824,0.98,,,,1.089744,–,–,–,16,7,3,2
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,146,167,1,actions:offsite_conversion.fb_pixel_purchase,4.54,4.54,79.9,1,1,1,17.599119,1,1,0.21556886,4.54,0.598802,0.684932,27.185629,4.54,4.54,4.54,,1.143836,–,–,–,36,24,8,3
2023-03-27,2026-04-27,TROP1,not_delivering,"Usando orçamento da campanha",0,624,738,,,,21.87,,3,,,,7,6,0.20731707,3.124286,0.948509,0.961538,29.634146,3.645,,7.29,,1.182692,–,–,–,153,89,55,35
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,4734,5560,4,actions:offsite_conversion.fb_pixel_purchase,30.4525,121.81,619.4,20,7,6,5.084968,64,60,0.17086331,1.903281,1.151079,1.204056,21.908273,2.030167,17.401429,6.0905,1,1.174482,–,–,–,950,571,317,193
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,2130,2256,1,actions:offsite_conversion.fb_pixel_purchase,52.79,52.79,219.8,3,1,1,4.163667,43,49,0.16843972,1.227674,1.906028,2.018779,23.399823,1.077347,52.79,17.596667,,1.059155,–,–,–,380,231,123,68
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,35,36,,,,1.24,,,,,,,,0.11111111,,,,34.444444,,,,,1.028571,–,–,–,4,,,
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,169,195,,,,6.77,,2,,,,5,4,0.23076923,1.354,2.564103,2.366864,34.717949,1.6925,,3.385,,1.153846,–,–,–,45,25,15,9
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,2847,3236,1,actions:offsite_conversion.fb_pixel_purchase,75.58,75.58,389.6,17,1,1,5.154803,45,46,0.17398022,1.679556,1.390606,1.545486,23.355995,1.643043,75.58,4.445882,,1.136635,–,–,–,563,343,176,110
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,16,19,,,,0.35,,,,,,,,0.05263158,,,,18.421053,,,,,1.1875,–,–,–,1,1,,
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,4924,5678,3,actions:offsite_conversion.fb_pixel_purchase,44.55666667,133.67,389.7,21,6,4,2.915389,110,107,0.18157802,1.215182,1.937302,2.030869,23.54174,1.249252,22.278333,6.365238,2,1.153128,–,–,–,1031,626,344,207
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,58,59,,,,1.58,,,,,,1,1,0.23728814,1.58,1.694915,1.724138,26.779661,1.58,,,,1.017241,–,–,–,14,12,6,3
2023-03-27,2026-04-27,TROP5,not_delivering,"Usando orçamento da campanha",0,7,7,,,,0.22,,,,,,,,0.57142857,,,,31.428571,,,,,1,–,–,–,4,4,2,2
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,223,252,1,actions:offsite_conversion.fb_pixel_purchase,6.95,6.95,189.9,1,1,1,27.323741,5,5,0.13888889,1.39,1.984127,2.242152,27.579365,1.39,6.95,6.95,,1.130045,–,–,–,35,22,13,7
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,8601,9534,6,actions:offsite_conversion.fb_pixel_purchase,37.04833333,222.29,1150.31,27,9,9,5.174817,151,150,0.18103629,1.472119,1.583805,1.72073,23.315502,1.481933,24.698889,8.232963,6,1.108476,–,–,–,1726,1046,545,326
2023-03-27,2026-04-27,TROP5,not_delivering,"Usando orçamento da campanha",0,58,67,,,,2.1,,,,,,2,2,0.26865672,1.05,2.985075,3.448276,31.343284,1.05,,,,1.155172,–,–,–,18,14,5,5
2023-03-27,2026-04-27,TROP5,not_delivering,"Usando orçamento da campanha",0,49,55,,,,2.25,,,,,,1,1,0.41818182,2.25,1.818182,2.040816,40.909091,2.25,,,,1.122449,–,–,–,23,15,7,4
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,68,71,,,,1.18,,,,,,,,0.16901408,,,,16.619718,,,,,1.044118,–,–,–,12,6,2,1
2023-03-27,2026-04-27,TROP1,not_delivering,"Usando orçamento da campanha",0,33,33,,,,1.61,,,,,,1,1,0.18181818,1.61,3.030303,3.030303,48.787879,1.61,,,,1,–,–,–,6,4,4,1
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,142,175,,,,8.09,,,,,,7,7,0.2,1.155714,4,4.225352,46.228571,1.155714,,,,1.232394,–,–,–,35,16,16,8
2023-03-27,2026-04-27,TROP5,inactive,"Usando orçamento da campanha",0,2572,4050,4,actions:offsite_conversion.fb_pixel_purchase,32.585,130.34,691.43,13,6,5,5.304818,53,56,0.28691358,2.459245,1.308642,1.944012,32.182716,2.3275,21.723333,10.026154,,1.57465,–,–,–,1162,735,365,193
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,503,676,1,actions:offsite_conversion.fb_pixel_purchase,16.45,16.45,79.9,5,3,1,4.857143,7,6,0.17307692,2.35,1.035503,1.39165,24.33432,2.741667,5.483333,3.29,,1.343936,–,–,–,117,62,33,28
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,4,4,,,,0.04,,,,,,,,0,,,,10,,,,,1,–,–,–,,,,
2023-03-27,2026-04-27,TROP1,not_delivering,"Usando orçamento da campanha",0,83,94,,,,3.77,,,,,,1,1,0.30851064,3.77,1.06383,1.204819,40.106383,3.77,,,,1.13253,–,–,–,29,20,8,5
2023-03-27,2026-04-27,TROP1,not_delivering,"Usando orçamento da campanha",0,72,79,,,,1.92,,,,,,1,1,0.29113924,1.92,1.265823,1.388889,24.303797,1.92,,,,1.097222,–,–,–,23,12,7,7
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,35869,48076,29,actions:offsite_conversion.fb_pixel_purchase,37.41724138,1085.1,5516.01,145,43,32,5.083412,632,653,0.16380315,1.71693,1.314585,1.661602,22.570513,1.661715,25.234884,7.483448,21,1.340322,–,–,–,7875,4735,2556,1582
2023-03-27,2026-04-27,TROP1,not_delivering,"Usando orçamento da campanha",0,313,349,,,,10.47,,3,,,,9,9,0.21489971,1.163333,2.578797,2.555911,30,1.163333,,3.49,,1.115016,–,–,–,75,53,28,15
2023-03-27,2026-04-27,TROP5,not_delivering,"Usando orçamento da campanha",0,7,8,,,,0.33,,,,,,1,1,0.375,0.33,12.5,14.285714,41.25,0.33,,,,1.142857,–,–,–,3,2,2,3
2023-03-27,2026-04-27,TROP1,inactive,"Usando orçamento da campanha",0,231,264,,,,6.55,,2,,,,4,4,0.1969697,1.6375,1.515152,1.298701,24.810606,1.6375,,3.275,,1.142857,–,–,–,52,31,15,9
2023-03-27,2026-04-27,TROP1,not_delivering,"Usando orçamento da campanha",0,525,624,,,,21.42,,,,,,12,11,0.18269231,1.785,1.923077,2.285714,34.326923,1.947273,,,,1.188571,–,–,–,114,73,39,23
2023-03-27,2026-04-27,TROP3,inactive,"Usando orçamento da campanha",0,67,76,,,,1.8,,,,,,,,0.17105263,,,,23.684211,,,,,1.134328,–,–,–,13,6,3,1
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,111,122,1,actions:offsite_conversion.fb_pixel_purchase,4.02,4.02,125.82,2,1,1,31.298507,3,2,0.19672131,1.34,2.459016,2.702703,32.95082,2.01,4.02,2.01,,1.099099,–,–,–,24,16,8,3
2023-03-27,2026-04-27,TROP4,inactive,"Usando orçamento da campanha",0,93,110,,,,3.51,,,,,,1,1,0.14545455,3.51,0.909091,1.075269,31.909091,3.51,,,,1.182796,–,–,–,16,6,5,5
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,104,113,,,,4.89,,2,,,,3,3,0.13274336,1.63,2.654867,1.923077,43.274336,1.63,,2.445,,1.086538,–,–,–,15,10,6,4
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,3,4,,,,0.2,,,,,,,,0.25,,,,50,,,,,1.333333,–,–,–,1,1,1,1
2023-03-27,2026-04-27,TROP5,not_delivering,"Usando orçamento da campanha",0,190,230,,,,7.66,,2,,,,2,1,0.3173913,3.83,0.869565,1.052632,33.304348,7.66,,3.83,,1.210526,–,–,–,73,44,15,9
2023-03-27,2026-04-27,SEAM4,not_delivering,"Usando orçamento da campanha",0,23,24,,,,0.79,,,,,,,,0.20833333,,,,32.916667,,,,,1.043478,–,–,–,5,3,2,
2023-03-27,2026-04-27,SEAM3,not_delivering,"Usando orçamento da campanha",0,4010,4573,1,actions:offsite_conversion.fb_pixel_purchase,104.73,104.73,129.9,10,2,1,1.240332,80,86,0.22698447,1.309125,1.749399,1.870324,22.901815,1.217791,52.365,10.473,2,1.140399,–,–,–,1038,629,312,220
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,2338,2735,4,actions:offsite_conversion.fb_pixel_purchase,19.6125,78.45,759.4,12,4,4,9.680051,72,68,0,1.089583,2.632541,2.908469,28.683729,1.153676,19.6125,6.5375,4,1.169803,–,–,–,,,,
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,687,977,1,actions:offsite_conversion.fb_pixel_purchase,39.56,39.56,129.9,3,3,2,3.28362,24,23,0,1.648333,2.456499,3.202329,40.4913,1.72,13.186667,13.186667,1,1.422125,–,–,–,,,,
2023-03-27,2026-04-27,SEAM5,not_delivering,"Usando orçamento da campanha",0,138,150,,,,3.21,,,,,,2,1,0.41333333,1.605,1.333333,1.449275,21.4,3.21,,,,1.086957,–,–,–,62,43,11,7
2023-03-27,2026-04-27,SEAM4,not_delivering,"Usando orçamento da campanha",0,9,9,,,,0.11,,,,,,,,0.33333333,,,,12.222222,,,,,1,–,–,–,3,3,1,
2023-03-27,2026-04-27,SEAM5,not_delivering,"Usando orçamento da campanha",0,33,35,,,,0.79,,2,,,,1,1,0.42857143,0.79,2.857143,3.030303,22.571429,0.79,,0.395,,1.060606,–,–,–,15,10,4,4
2023-03-27,2026-04-27,SEAM5,not_delivering,"Usando orçamento da campanha",0,61,65,,,,1.77,,,,,,3,3,0.32307692,0.59,4.615385,4.918033,27.230769,0.59,,,,1.065574,–,–,–,21,13,6,4
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,217,291,,,,11.72,,,,,,5,5,0,2.344,1.718213,1.843318,40.274914,2.344,,,,1.341014,–,–,–,,,,
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,852,897,1,actions:offsite_conversion.fb_pixel_purchase,29.17,29.17,179.8,,,1,6.163867,12,10,0,2.430833,1.337793,1.408451,32.519509,2.917,,,4,1.052817,–,–,–,,,,
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,441,680,,,,25.19,,3,,,,15,13,0,1.679333,2.205882,3.174603,37.044118,1.937692,,8.396667,1,1.54195,–,–,–,,,,
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,1604,1788,1,actions:offsite_conversion.fb_pixel_purchase,50.82,50.82,249.9,2,1,1,4.917355,43,41,0,1.18186,2.404922,2.55611,28.422819,1.239512,50.82,25.41,3,1.114713,–,–,–,,,,
2023-03-27,2026-04-27,SEAM3,not_delivering,"Usando orçamento da campanha",0,386,443,,,,11.62,,1,,,,11,9,0.29571106,1.056364,2.48307,2.849741,26.230248,1.291111,,11.62,,1.147668,–,–,–,131,82,36,28
2023-03-27,2026-04-27,SEAM3,not_delivering,"Usando orçamento da campanha",0,159,161,,,,4.09,,,,,,,,0.27329193,,,,25.403727,,,,,1.012579,–,–,–,44,23,6,4
2023-03-27,2026-04-27,SEAM4,not_delivering,"Usando orçamento da campanha",0,14,17,,,,0.65,,,,,,,,0.17647059,,,,38.235294,,,,,1.214286,–,–,–,3,2,1,
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,695,703,,,,15.93,,2,,,,14,16,0.22759602,1.137857,1.991465,2.014388,22.660028,0.995625,,7.965,,1.011511,–,–,–,160,106,60,37
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,94,103,,,,4.15,,,,,,1,1,0.14563107,4.15,0.970874,1.06383,40.291262,4.15,,,,1.095745,–,–,–,15,6,4,
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,5,5,,,,0.22,,,,,,,,0,,,,44,,,,,1,–,–,–,,,,
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,477,477,,,,12.81,,,,,,13,12,0.22851153,0.985385,2.725367,2.725367,26.855346,1.0675,,,1,1,–,–,–,109,72,41,24
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,1,1,,,,0,,,,,,,,0,,,,0,,,,,1,–,–,–,,,,
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,690,732,,,,19.84,,,,,,11,12,0.18169399,1.803636,1.502732,1.594203,27.103825,1.653333,,,,1.06087,–,–,–,133,70,45,33
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,5,6,,,,0.08,,,,,,,,0.16666667,,,,13.333333,,,,,1.2,–,–,–,1,,,
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,12,12,,,,0.29,,,,,,1,1,0.16666667,0.29,8.333333,8.333333,24.166667,0.29,,,,1,–,–,–,2,1,1,
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,9,9,,,,0.19,,,,,,,,0.33333333,,,,21.111111,,,,,1,–,–,–,3,2,1,
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,1305,1456,2,actions:offsite_conversion.fb_pixel_purchase,21.69,43.38,159.8,6,2,2,3.683725,24,22,0.26510989,1.8075,1.648352,1.762452,29.793956,1.971818,21.69,7.23,1,1.115709,–,–,–,386,239,123,86
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,305,320,,,,8.65,,,,,,9,8,0,0.961111,2.8125,2.622951,27.03125,1.08125,,,,1.04918,–,–,–,,,,
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,2802,3794,4,actions:offsite_conversion.fb_pixel_purchase,25.0175,100.07,959.3,15,7,4,9.58629,50,48,0,2.0014,1.31787,1.713062,26.375857,2.084792,14.295714,6.671333,4,1.354033,–,–,–,,,,
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,579,662,,,,19.92,,7,,,,19,19,0,1.048421,2.870091,3.108808,30.090634,1.048421,,2.845714,,1.143351,–,–,–,,,,
2023-03-27,2026-04-27,SEAM3,not_delivering,"Usando orçamento da campanha",0,10,11,,,,0.37,,,,,,,,0.36363636,,,,33.636364,,,,,1.1,–,–,–,4,4,,
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,14486,17406,11,actions:offsite_conversion.fb_pixel_purchase,37.07909091,407.87,1648.7,64,15,14,4.042219,219,229,0.16115133,1.86242,1.258187,1.442772,23.432724,1.781092,27.191333,6.372969,10,1.201574,–,–,–,2805,1662,901,569
2023-03-27,2026-04-27,TROP4,inactive,"Usando orçamento da campanha",0,1079,1603,1,actions:offsite_conversion.fb_pixel_purchase,47.05,47.05,79.9,4,2,1,1.698193,16,15,0.14036182,2.940625,0.998129,1.204819,29.351216,3.136667,23.525,11.7625,2,1.485635,–,–,–,225,106,66,30
2023-03-27,2026-04-27,TROP3,inactive,"Usando orçamento da campanha",0,116,141,,,,4.72,,,,,,3,2,0.24113475,1.573333,2.12766,2.586207,33.475177,2.36,,,,1.215517,–,–,–,34,19,7,7
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,2038,2212,1,actions:offsite_conversion.fb_pixel_purchase,53.75,53.75,219.8,7,2,1,4.089302,37,36,0.19484629,1.452703,1.672694,1.766438,24.299277,1.493056,26.875,7.678571,1,1.085378,–,–,–,431,271,140,98
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,96,117,,,,4.47,,4,1,,,2,2,0.15384615,2.235,1.709402,2.083333,38.205128,2.235,4.47,1.1175,,1.21875,–,–,–,18,9,7,3
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,62,70,,,,2.01,,,,,,2,2,0.25714286,1.005,2.857143,3.225806,28.714286,1.005,,,,1.129032,–,–,–,18,14,7,6
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,28,31,,,,1.46,,,,,,,,0.29032258,,,,47.096774,,,,,1.107143,–,–,–,9,4,1,1
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,92,99,,,,3.26,,,,,,1,,0.16161616,3.26,1.010101,1.086957,32.929293,,,,,1.076087,–,–,–,16,12,10,6
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,1668,1784,,,,38.68,,11,2,1,,23,28,0.19058296,1.681739,1.289238,1.378897,21.681614,1.381429,19.34,3.516364,1,1.069544,–,–,–,340,192,97,69
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,23,24,,,,0.98,,,,,,,,0.25,,,,40.833333,,,,,1.043478,–,–,–,6,4,3,1
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,57,63,,,,2.89,,,,,,,,0.11111111,,,,45.873016,,,,,1.105263,–,–,–,7,1,1,1
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,653,674,,,,22.21,,1,,,,6,7,0.25074184,3.701667,0.890208,0.918836,32.952522,3.172857,,22.21,,1.032159,–,–,–,169,94,44,26
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,1127,1165,1,actions:offsite_conversion.fb_pixel_purchase,39.54,39.54,179.8,5,1,1,4.547294,16,17,0.21545064,2.47125,1.373391,1.419698,33.939914,2.325882,39.54,7.908,1,1.033718,–,–,–,251,147,94,57
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,24,30,,,,0.72,,,,,,1,,0.26666667,0.72,3.333333,4.166667,24,,,,,1.25,–,–,–,8,7,1,
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,38,41,,,,1.09,,,,,,1,1,0.19512195,1.09,2.439024,2.631579,26.585366,1.09,,,,1.078947,–,–,–,8,3,4,1
2023-03-27,2026-04-27,TROP4,not_delivering,"Usando orçamento da campanha",0,47,48,,,,2.48,,,,,,,,0.14583333,,,,51.666667,,,,,1.021277,–,–,–,7,3,2,1
2023-03-27,2026-04-27,TROP2,not_delivering,"Usando orçamento da campanha",0,497,527,,,,19.63,,,,,,8,8,0.19544592,2.45375,1.518027,1.609658,37.248577,2.45375,,,2,1.060362,–,–,–,103,58,35,19
2023-03-27,2026-04-27,TROP3,not_delivering,"Usando orçamento da campanha",0,10,15,,,,0.35,,,,,,,,0.2,,,,23.333333,,,,,1.5,–,–,–,3,1,1,
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,1559,1690,,,,52.97,,9,2,,,31,28,0.23254438,1.70871,1.83432,1.92431,31.343195,1.891786,26.485,5.885556,1,1.084028,–,–,–,393,231,118,80
2023-03-27,2026-04-27,SEAM3,not_delivering,"Usando orçamento da campanha",0,16,18,,,,0.55,,,,,,,,0.27777778,,,,30.555556,,,,,1.125,–,–,–,5,4,2,2
2023-03-27,2026-04-27,SEAM3,inactive,"Usando orçamento da campanha",0,36,38,,,,1.3,,,,,,,,0.39473684,,,,34.210526,,,,,1.055556,–,–,–,15,7,1,
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,15946,19584,16,actions:offsite_conversion.fb_pixel_purchase,34.585,553.36,2019.12,71,23,17,3.648836,366,357,0.2402982,1.511913,1.868873,2.144738,28.255719,1.550028,24.05913,7.793803,21,1.228145,–,–,–,4706,2865,1384,1013
2023-03-27,2026-04-27,TROP2,not_delivering,33,Diário,24,26,,,,0.49,,2,,,,1,1,0.34615385,0.49,3.846154,4.166667,18.846154,0.49,,0.245,1,1.083333,–,–,–,9,5,3,2
2023-03-27,2026-04-27,TROP6,not_delivering,33,Diário,54,66,,,,1.56,,,,,,2,2,0,0.78,3.030303,3.703704,23.636364,0.78,,,,1.222222,–,–,–,,,,
2023-03-27,2026-04-27,TROP3,not_delivering,33,Diário,180,199,,,,6.22,,,,,,3,4,0.21105528,2.073333,1.507538,1.666667,31.256281,1.555,,,1,1.105556,–,–,–,42,18,13,9
2023-03-27,2026-04-27,TROP4,not_delivering,33,Diário,94,101,,,,2.97,,,,,,1,,0.1980198,2.97,0.990099,1.06383,29.405941,,,,,1.074468,–,–,–,20,8,4,3
2023-03-27,2026-04-27,TROP1,not_delivering,33,Diário,1928,2362,3,actions:offsite_conversion.fb_pixel_purchase,30.75333333,92.26,449.6,15,5,4,4.873184,51,46,0.35266723,1.80902,2.159187,2.541494,39.060119,2.005652,18.452,6.150667,2,1.225104,–,–,–,833,543,244,153
2023-03-27,2026-04-27,TROP7,inactive,33,Diário,1177,1428,,,,38.71,,7,1,1,,21,21,0.13935574,1.843333,1.470588,1.784197,27.107843,1.843333,38.71,5.53,2,1.213254,–,–,–,199,120,47,35
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,2335,2782,1,actions:offsite_conversion.fb_pixel_purchase,62.31,62.31,269.7,4,1,1,4.328358,37,35,0,1.684054,1.329978,1.584582,22.397556,1.780286,62.31,15.5775,6,1.191435,–,–,–,,,,
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,845,964,,,,23.3,,,,,,16,17,0,1.45625,1.659751,1.775148,24.170124,1.370588,,,,1.140828,–,–,–,,,,
2023-03-27,2026-04-27,SEAM1,not_delivering,"Usando orçamento da campanha",0,1113,1304,,,,28.4,,1,1,,,16,14,0,1.775,1.226994,1.257862,21.779141,2.028571,28.4,28.4,,1.171608,–,–,–,,,,
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,2254,2486,1,actions:offsite_conversion.fb_pixel_purchase,54.11,54.11,170.91,4,2,2,3.158566,30,30,0.22204344,1.803667,1.206758,1.330967,21.765889,1.803667,27.055,13.5275,6,1.102928,–,–,–,552,333,132,90
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,5328,5998,3,actions:offsite_conversion.fb_pixel_purchase,41.85333333,125.56,629.5,21,7,5,5.013539,81,80,0.2339113,1.550123,1.35045,1.426426,20.933645,1.5695,17.937143,5.979048,9,1.125751,–,–,–,1403,827,345,233
2023-03-27,2026-04-27,SEAM2,not_delivering,"Usando orçamento da campanha",0,479,519,,,,12.66,,1,,,,10,11,0.23506744,1.266,1.926782,2.087683,24.393064,1.150909,,12.66,,1.083507,–,–,–,122,79,35,20
2023-03-27,2026-04-27,TROP2,not_delivering,51.48,Diário,163,183,,,,4.89,,1,,,,2,2,0.15300546,2.445,1.092896,0.613497,26.721311,2.445,,4.89,,1.122699,–,–,–,28,15,3,4
2023-03-27,2026-04-27,TROP6,not_delivering,25,Diário,12,12,,,,0.18,,,,,,1,1,0,0.18,8.333333,8.333333,15,0.18,,,,1,–,–,–,,,,
2023-03-27,2026-04-27,TROP3,not_delivering,51.48,Diário,75,78,,,,3.19,,,,,,1,1,0.21794872,3.19,1.282051,1.333333,40.897436,3.19,,,,1.04,–,–,–,17,9,3,2
2023-03-27,2026-04-27,TROP4,not_delivering,25,Diário,5,5,,,,0.17,,,,,,,,0.4,,,,34,,,,,1,–,–,–,2,1,,
2023-03-27,2026-04-27,TROP3,not_delivering,25,Diário,6,6,,,,0.38,,,,,,,,0.33333333,,,,63.333333,,,,,1,–,–,–,2,1,1,
2023-03-27,2026-04-27,TROP7,not_delivering,25,Diário,482,537,,,,11.33,,1,,,,5,5,0.11918063,2.266,0.931099,0.829876,21.098696,2.266,,11.33,1,1.114108,–,–,–,64,35,16,7
2023-03-27,2026-04-27,TROP1,not_delivering,51.48,Diário,3899,5904,7,actions:offsite_conversion.fb_pixel_purchase,35.18428571,246.29,959.2,18,10,8,3.894596,111,121,0.32723577,2.218829,1.880081,2.616055,41.715786,2.035455,24.629,13.682778,6,1.514234,–,–,–,1932,1216,605,342
2023-03-27,2026-04-27,TROP6,not_delivering,25,Diário,32,34,,,,1.39,,,,,,1,1,0,1.39,2.941176,3.125,40.882353,1.39,,,,1.0625,–,–,–,,,,
2023-03-27,2026-04-27,TROP7,not_delivering,25,Diário,443,480,,,,13.53,,2,1,,,6,6,0.17708333,2.255,1.25,1.128668,28.1875,2.255,13.53,6.765,,1.083521,–,–,–,85,53,19,10
2023-03-27,2026-04-27,TROP7,inactive,51.48,Diário,1928,2285,1,actions:offsite_conversion.fb_pixel_purchase,56.56,56.56,259.8,6,2,1,4.593352,31,27,0.14748359,1.824516,1.356674,1.556017,24.752735,2.094815,28.28,9.426667,,1.185166,–,–,–,337,209,106,73
2023-03-27,2026-04-27,TROP3,not_delivering,25,Diário,8,8,,,,0.13,,,,,,,,0.25,,,,16.25,,,,,1,–,–,–,2,2,1,1
2023-03-27,2026-04-27,TROP4,not_delivering,25,Diário,16,19,,,,0.23,,,,,,1,,0.10526316,0.23,5.263158,6.25,12.105263,,,,,1.1875,–,–,–,2,1,,
2023-03-27,2026-04-27,TROP6,not_delivering,51.48,Diário,159,205,,,,3.62,,,,,,1,,0,3.62,0.487805,0.628931,17.658537,,,,,1.289308,–,–,–,,,,
2023-03-27,2026-04-27,TROP2,not_delivering,25,Diário,192,227,,,,7.59,,,,,,1,1,0.15859031,7.59,0.440529,0.520833,33.436123,7.59,,,,1.182292,–,–,–,36,18,11,7
2023-03-27,2026-04-27,TROP2,not_delivering,25,Diário,11,11,,,,0.31,,,,,,,,0.18181818,,,,28.181818,,,,,1,–,–,–,2,1,1,
2023-03-27,2026-04-27,TROP1,not_delivering,25,Diário,756,871,,,,38.15,,5,,,,22,21,0.35591274,1.734091,2.525832,2.910053,43.80023,1.816667,,7.63,1,1.152116,–,–,–,310,198,98,48
2023-03-27,2026-04-27,TROP1,not_delivering,25,Diário,490,551,,,,29.08,,1,2,4,,9,8,0.36842105,3.231111,1.633394,1.836735,52.77677,3.635,14.54,29.08,,1.12449,–,–,–,203,135,57,31
